	SrcEntity	TgtEntity	Score
0	https://saref.etsi.org/saref4bldg/DistributionFlowDevice	https://w3id.org/sbeo#FireExtinguisher	1.0
1	https://saref.etsi.org/saref4bldg/AudioVisualAppliance	https://w3id.org/sbeo#NonMotorisedWheelchairPerson	1.0
2	https://saref.etsi.org/saref4bldg/VibrationIsolator	https://w3id.org/sbeo#ActivityImpact	1.0
3	https://saref.etsi.org/saref4bldg/ElectricMotor	https://w3id.org/sbeo#MotorImpairedPerson	1.0
4	https://saref.etsi.org/saref4bldg/SwitchingDevice	https://w3id.org/sbeo#NavigationalState	1.0
5	https://saref.etsi.org/saref4bldg/Outlet	https://w3id.org/sbeo#Junction	1.0
6	https://saref.etsi.org/saref4bldg/Tank	https://w3id.org/sbeo#MovingPavement	1.0
7	https://saref.etsi.org/saref4bldg/TubeBundle	https://w3id.org/sbeo#Space	1.0
8	https://saref.etsi.org/saref4bldg/HeatExchanger	https://w3id.org/sbeo#AppartmentBuilding	1.0
9	https://saref.etsi.org/saref4bldg/BuildingSpace	https://w3id.org/seas/BuildingSpace	1.0
10	https://saref.etsi.org/saref4bldg/DuctSilencer	https://w3id.org/sbeo#DeviationState	1.0
11	https://saref.etsi.org/core/Device	https://w3id.org/sbeo#Device	1.0
12	https://saref.etsi.org/saref4bldg/Coil	https://w3id.org/sbeo#ChemicalSpill	1.0
13	https://saref.etsi.org/saref4bldg/Evaporator	https://w3id.org/sbeo#Escalator	1.0
14	https://saref.etsi.org/saref4bldg/FireSuppressionTerminal	https://w3id.org/sbeo#FireEscapeLadder	1.0
15	https://saref.etsi.org/saref4bldg/Building	https://w3id.org/seas/Building	1.0
16	https://saref.etsi.org/saref4bldg/Condenser	https://w3id.org/seas/NonResidentialBuilding	1.0
17	https://saref.etsi.org/saref4bldg/CommunicationAppliance	https://w3id.org/sbeo#DisplayScreen	1.0
18	https://saref.etsi.org/saref4bldg/ProtectiveDeviceTrippingUnit	https://w3id.org/sbeo#AlertingDeviceForImpairedPerson	1.0
19	https://saref.etsi.org/saref4bldg/ElectricFlowStorageDevice	https://w3id.org/sbeo#MentalImpairedPerson	1.0
